Date,Crude Oil
31-May-96,879330
7-Jun-96,877666
14-Jun-96,874656
21-Jun-96,874178
28-Jun-96,881031
5-Jul-96,882687
12-Jul-96,879679
19-Jul-96,875440
26-Jul-96,876086
2-Aug-96,873207
9-Aug-96,870523
16-Aug-96,871882
23-Aug-96,881010
30-Aug-96,874299
6-Sep-96,870137
13-Sep-96,866819
20-Sep-96,867471
27-Sep-96,860303
4-Oct-96,859926
11-Oct-96,856619
18-Oct-96,862360
25-Oct-96,859301
1-Nov-96,869551
8-Nov-96,864383
15-Nov-96,861687
22-Nov-96,855564
29-Nov-96,854847
6-Dec-96,852835
13-Dec-96,849608
20-Dec-96,841779
27-Dec-96,843594
3-Jan-97,834666
10-Jan-97,838772
17-Jan-97,836679
24-Jan-97,839646
31-Jan-97,844691
7-Feb-97,847731
14-Feb-97,852214
21-Feb-97,852050
28-Feb-97,846627
7-Mar-97,851957
14-Mar-97,852059
21-Mar-97,850971
28-Mar-97,857317
4-Apr-97,857515
11-Apr-97,860134
18-Apr-97,861594
25-Apr-97,864420
2-May-97,864354
9-May-97,870743
16-May-97,865308
23-May-97,868522
30-May-97,872724
6-Jun-97,872308
13-Jun-97,871048
20-Jun-97,870585
27-Jun-97,864858
4-Jul-97,869677
11-Jul-97,867214
18-Jul-97,865229
25-Jul-97,855339
1-Aug-97,854575
8-Aug-97,859710
15-Aug-97,860334
22-Aug-97,855080
29-Aug-97,853478
5-Sep-97,847380
12-Sep-97,851171
19-Sep-97,847288
26-Sep-97,848606
3-Oct-97,853393
10-Oct-97,851216
17-Oct-97,847918
24-Oct-97,852523
31-Oct-97,858542
7-Nov-97,857233
14-Nov-97,862514
21-Nov-97,866288
28-Nov-97,869108
5-Dec-97,864350
12-Dec-97,866890
19-Dec-97,862912
26-Dec-97,859660
2-Jan-98,853194
9-Jan-98,852114
16-Jan-98,863326
23-Jan-98,869012
30-Jan-98,868440
6-Feb-98,868412
13-Feb-98,870115
20-Feb-98,872998
27-Feb-98,871399
6-Mar-98,870624
13-Mar-98,868563
20-Mar-98,875032
27-Mar-98,876626
3-Apr-98,877995
10-Apr-98,883325
17-Apr-98,888332
24-Apr-98,888635
1-May-98,890794
8-May-98,890131
15-May-98,901354
22-May-98,898108
29-May-98,893820
5-Jun-98,892960
12-Jun-98,890262
19-Jun-98,888610
26-Jun-98,890271
3-Jul-98,887485
10-Jul-98,880854
17-Jul-98,886395
24-Jul-98,890224
31-Jul-98,890907
7-Aug-98,891852
14-Aug-98,891316
21-Aug-98,884438
28-Aug-98,884120
4-Sep-98,875483
11-Sep-98,873101
18-Sep-98,863762
25-Sep-98,866859
2-Oct-98,869319
9-Oct-98,876108
16-Oct-98,879653
23-Oct-98,883390
30-Oct-98,887165
6-Nov-98,886358
13-Nov-98,884412
20-Nov-98,889569
27-Nov-98,884001
4-Dec-98,882480
11-Dec-98,885899
18-Dec-98,891889
25-Dec-98,889231
1-Jan-99,874253
8-Jan-99,876793
15-Jan-99,879500
22-Jan-99,885553
29-Jan-99,888135
5-Feb-99,888536
12-Feb-99,887344
19-Feb-99,890431
26-Feb-99,887225
5-Mar-99,890217
12-Mar-99,893880
19-Mar-99,896687
26-Mar-99,900490
2-Apr-99,898719
9-Apr-99,900836
16-Apr-99,897680
23-Apr-99,894237
30-Apr-99,892096
7-May-99,889490
14-May-99,890544
21-May-99,888221
28-May-99,887174
4-Jun-99,889310
11-Jun-99,892267
18-Jun-99,889544
25-Jun-99,887820
2-Jul-99,887625
9-Jul-99,891313
16-Jul-99,892891
23-Jul-99,887715
30-Jul-99,884315
6-Aug-99,882048
13-Aug-99,881318
20-Aug-99,876793
27-Aug-99,877355
3-Sep-99,872914
10-Sep-99,868632
17-Sep-99,867995
24-Sep-99,863738
1-Oct-99,863271
8-Oct-99,856062
15-Oct-99,860081
22-Oct-99,860350
29-Oct-99,864071
5-Nov-99,861746
12-Nov-99,863524
19-Nov-99,858663
26-Nov-99,853174
3-Dec-99,852178
10-Dec-99,845452
17-Dec-99,844622
24-Dec-99,844029
31-Dec-99,842310
7-Jan-00,844791
14-Jan-00,844982
21-Jan-00,843147
28-Jan-00,835028
4-Feb-00,838976
11-Feb-00,839088
18-Feb-00,838780
25-Feb-00,838911
3-Mar-00,843876
10-Mar-00,844307
17-Mar-00,845945
24-Mar-00,845795
31-Mar-00,847336
7-Apr-00,850183
14-Apr-00,855678
21-Apr-00,860748
28-Apr-00,857484
5-May-00,862020
12-May-00,862270
19-May-00,863219
26-May-00,858618
2-Jun-00,854488
9-Jun-00,853052
16-Jun-00,848491
23-Jun-00,847822
30-Jun-00,846028
7-Jul-00,847777
14-Jul-00,847768
21-Jul-00,848042
28-Jul-00,837588
4-Aug-00,840011
11-Aug-00,843925
18-Aug-00,839767
25-Aug-00,842054
1-Sep-00,844797
8-Sep-00,844129
15-Sep-00,841647
22-Sep-00,841146
29-Sep-00,841541
6-Oct-00,842032
13-Oct-00,837997
20-Oct-00,840402
27-Oct-00,836037
3-Nov-00,832589
10-Nov-00,832589
17-Nov-00,834581
24-Nov-00,828454
1-Dec-00,828995
8-Dec-00,820530
15-Dec-00,819194
22-Dec-00,816514
29-Dec-00,813959
5-Jan-01,812750
12-Jan-01,811740
19-Jan-01,810630
26-Jan-01,807060
2-Feb-01,810971
9-Feb-01,814338
16-Feb-01,802458
23-Feb-01,805337
2-Mar-01,802625
9-Mar-01,811050
16-Mar-01,816213
23-Mar-01,827401
30-Mar-01,829086
6-Apr-01,832897
13-Apr-01,839107
20-Apr-01,837742
27-Apr-01,844067
4-May-01,845144
11-May-01,848081
18-May-01,851423
25-May-01,849681
1-Jun-01,851183
8-Jun-01,842979
15-Jun-01,842251
22-Jun-01,842243
29-Jun-01,837490
6-Jul-01,834845
13-Jul-01,841866
20-Jul-01,843246
27-Jul-01,842196
3-Aug-01,835537
10-Aug-01,832688
17-Aug-01,828685
24-Aug-01,831382
31-Aug-01,829428
7-Sep-01,830389
14-Sep-01,830307
21-Sep-01,833974
28-Sep-01,835586
5-Oct-01,835459
12-Oct-01,831019
19-Oct-01,833842
26-Oct-01,836298
2-Nov-01,840757
9-Nov-01,841019
16-Nov-01,840320
23-Nov-01,837664
30-Nov-01,842465
7-Dec-01,840128
14-Dec-01,841508
21-Dec-01,844824
28-Dec-01,842654
4-Jan-02,844645
11-Jan-02,846705
18-Jan-02,850640
25-Jan-02,853793
1-Feb-02,856721
8-Feb-02,862065
15-Feb-02,859337
22-Feb-02,858593
1-Mar-02,863481
8-Mar-02,864053
15-Mar-02,867613
22-Mar-02,863169
29-Mar-02,869193
5-Apr-02,870028
12-Apr-02,865998
19-Apr-02,869400
26-Apr-02,874551
3-May-02,870114
10-May-02,866889
17-May-02,872140
24-May-02,871756
31-May-02,879039
7-Jun-02,878974
14-Jun-02,879382
21-Jun-02,877526
28-Jun-02,880183
5-Jul-02,876805
12-Jul-02,875906
19-Jul-02,872747
26-Jul-02,870770
2-Aug-02,869164
9-Aug-02,862532
16-Aug-02,865875
23-Aug-02,866770
30-Aug-02,862811
6-Sep-02,859139
13-Sep-02,855101
20-Sep-02,852861
27-Sep-02,844179
4-Oct-02,840480
11-Oct-02,850954
18-Oct-02,858130
25-Oct-02,859477
1-Nov-02,863471
8-Nov-02,858147
15-Nov-02,863910
22-Nov-02,861568
29-Nov-02,865775
6-Dec-02,869699
13-Dec-02,868583
20-Dec-02,870009
27-Dec-02,860984
3-Jan-03,861603
10-Jan-03,855330
17-Jan-03,856915
24-Jan-03,856403
31-Jan-03,857347
7-Feb-03,853026
14-Feb-03,856084
21-Feb-03,855050
28-Feb-03,856747
7-Mar-03,852459
14-Mar-03,852931
21-Mar-03,856636
28-Mar-03,863369
4-Apr-03,859871
11-Apr-03,860204
18-Apr-03,869175
25-Apr-03,870997
2-May-03,870684
9-May-03,868766
16-May-03,870120
23-May-03,871669
30-May-03,875458
6-Jun-03,872215
13-Jun-03,877458
20-Jun-03,873611
27-Jun-03,873290
4-Jul-03,874511
11-Jul-03,871489
18-Jul-03,869850
25-Jul-03,871644
1-Aug-03,876495
8-Aug-03,876824
15-Aug-03,875376
22-Aug-03,878418
29-Aug-03,881246
5-Sep-03,878240
12-Sep-03,883161
19-Sep-03,885790
26-Sep-03,886376
3-Oct-03,893028
10-Oct-03,898706
17-Oct-03,898318
24-Oct-03,903615
31-Oct-03,904900
7-Nov-03,905184
14-Nov-03,909107
21-Nov-03,904631
28-Nov-03,900547
5-Dec-03,895901
12-Dec-03,891298
19-Dec-03,893901
26-Dec-03,890821
2-Jan-04,890843
9-Jan-04,886904
16-Jan-04,888425
23-Jan-04,887785
30-Jan-04,896308
6-Feb-04,894047
13-Feb-04,900536
20-Feb-04,902419
27-Feb-04,905673
5-Mar-04,910271
12-Mar-04,912509
19-Mar-04,921410
26-Mar-04,928421
